Data,Nazwa stacji,Lokalizacja,Województwo,Temperatura wody[°C]
2023-05-08,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,12.9
2023-05-08,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,12.4
2023-05-08,MALDANIN,Jez. Roś,warmińsko-mazurskie,12.5
2023-05-08,WÓLKA,Jez. Rospuda Filipowska,podlaskie,9.0
2023-05-08,WRÓBEL,Jez. Hańcza,podlaskie,8.5
2023-05-08,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,10.6
2023-05-08,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,11.4
2023-05-08,WIGRY,Jez. Wigry,podlaskie,11.4
2023-05-08,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,brak danych
2023-05-08,ŚWINOUJŚCIE,Bałtyk,zachodniopomorskie,11.7
2023-05-08,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,13.5
2023-05-08,NOWA PASŁĘKA,Zalew Wiślany,warmińsko-mazurskie,brak danych
2023-05-08,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,13.6
2023-05-08,MIĘDZYZDROJE,Bałtyk,zachodniopomorskie,10.0
2023-05-08,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,10.9
2023-05-08,USTKA,Morze Bałtyckie,pomorskie,10.8
2023-05-08,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,9.5
2023-05-08,HEL,Morze Bałtyckie,pomorskie,8.2
2023-05-08,PUCK,Morze Bałtyckie,pomorskie,10.0
2023-05-08,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,10.4
2023-05-08,MORSKIE OKO,Morskie Oko,małopolskie,brak danych
2023-05-08,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,11.8
2023-05-08,GDYNIA,Morze Bałtyckie,pomorskie,brak danych
2023-05-08,DADAJ,Jez. Dadaj,warmińsko-mazurskie,10.5
2023-05-08,GARDNA WIELKA,Jez. Gardno,pomorskie,9.0
2023-05-08,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,11.4
2023-05-08,IZBICA,Jez. Łebsko,pomorskie,10.3
2023-05-08,SIKORY,Jez. Komorze,zachodniopomorskie,12.4
2023-05-08,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,8.2
2023-05-08,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,10.6
2023-05-08,IŃSKO,Jez. Ińsko,zachodniopomorskie,10.1
2023-05-08,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,12.1
2023-05-08,BUNTOWO,Jez. Sławianowskie,wielkopolskie,12.6
2023-05-08,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,brak danych
2023-05-08,JASIEŃ,Jez. Jasień Pd.,pomorskie,11.8
2023-05-08,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,10.9
2023-05-08,JEZIORNA,Jez. Wdzydze,pomorskie,brak danych
2023-05-08,CHARZYKOWY,Jez. Charzykowskie,pomorskie,brak danych
2023-05-08,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,brak danych
2023-05-08,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,12.4
2023-05-08,PRZEŁAZY,Jez. Niesłysz,lubuskie,13.0
2023-05-08,RADZYŃ,Jez. Sławskie,lubuskie,12.1
2023-05-08,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,13.7
2023-05-08,POWIDZ,Jez. Powidzkie,wielkopolskie,11.2
2023-05-08,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,13.1
2023-05-08,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,13.4
2023-05-08,BORUCINO,Jez. Raduńskie Górne,pomorskie,8.1
2023-05-09,EŁK,Jez. Ełckie,warmińsko-mazurskie,12.1
2023-05-09,BORKI,Jez. Litygajno,warmińsko-mazurskie,13.4
2023-05-09,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,13.6
2023-05-09,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,13.2
2023-05-09,MALDANIN,Jez. Roś,warmińsko-mazurskie,12.6
2023-05-09,WÓLKA,Jez. Rospuda Filipowska,podlaskie,9.0
2023-05-09,WRÓBEL,Jez. Hańcza,podlaskie,9.8
2023-05-09,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,11.0
2023-05-09,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,12.2
2023-05-09,WIGRY,Jez. Wigry,podlaskie,12.4
2023-05-09,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,11.8
2023-05-09,ŚWINOUJŚCIE,Bałtyk,zachodniopomorskie,12.3
2023-05-09,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,14.2
2023-05-09,NOWA PASŁĘKA,Zalew Wiślany,warmińsko-mazurskie,brak danych
2023-05-09,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,13.0
2023-05-09,MIĘDZYZDROJE,Bałtyk,zachodniopomorskie,9.6
2023-05-09,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,11.7
2023-05-09,USTKA,Morze Bałtyckie,pomorskie,10.8
2023-05-09,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,9.7
2023-05-09,HEL,Morze Bałtyckie,pomorskie,9.2
2023-05-09,PUCK,Morze Bałtyckie,pomorskie,10.8
2023-05-09,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,11.6
2023-05-09,MORSKIE OKO,Morskie Oko,małopolskie,brak danych
2023-05-09,GDYNIA,Morze Bałtyckie,pomorskie,brak danych
2023-05-09,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,13.7
2023-05-09,DADAJ,Jez. Dadaj,warmińsko-mazurskie,10.7
2023-05-09,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,11.5
2023-05-09,GARDNA WIELKA,Jez. Gardno,pomorskie,9.6
2023-05-09,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,12.6
2023-05-09,IZBICA,Jez. Łebsko,pomorskie,11.3
2023-05-09,SIKORY,Jez. Komorze,zachodniopomorskie,11.5
2023-05-09,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,8.7
2023-05-09,IŃSKO,Jez. Ińsko,zachodniopomorskie,10.5
2023-05-09,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,12.3
2023-05-09,BUNTOWO,Jez. Sławianowskie,wielkopolskie,13.5
2023-05-09,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,13.2
2023-05-09,JASIEŃ,Jez. Jasień Pd.,pomorskie,12.8
2023-05-09,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,10.8
2023-05-09,JEZIORNA,Jez. Wdzydze,pomorskie,10.4
2023-05-09,BORUCINO,Jez. Raduńskie Górne,pomorskie,11.3
2023-05-09,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,13.5
2023-05-09,POWIDZ,Jez. Powidzkie,wielkopolskie,11.8
2023-05-09,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,14.4
2023-05-09,RADZYŃ,Jez. Sławskie,lubuskie,12.4
2023-05-09,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,15.0
2023-05-09,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,12.6
2023-05-09,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,11.6
2023-05-09,CHARZYKOWY,Jez. Charzykowskie,pomorskie,10.0
2023-05-09,PRZEŁAZY,Jez. Niesłysz,lubuskie,12.8
2023-05-10,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,12.6
2023-05-10,MALDANIN,Jez. Roś,warmińsko-mazurskie,13.1
2023-05-10,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,12.4
2023-05-10,WRÓBEL,Jez. Hańcza,podlaskie,9.7
2023-05-10,WÓLKA,Jez. Rospuda Filipowska,podlaskie,9.1
2023-05-10,WIGRY,Jez. Wigry,podlaskie,13.4
2023-05-10,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,13.3
2023-05-10,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,13.8
2023-05-10,BORKI,Jez. Litygajno,warmińsko-mazurskie,13.6
2023-05-10,EŁK,Jez. Ełckie,warmińsko-mazurskie,12.9
2023-05-10,MORSKIE OKO,Morskie Oko,małopolskie,brak danych
2023-05-10,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,11.8
2023-05-10,NOWA PASŁĘKA,Zalew Wiślany,warmińsko-mazurskie,brak danych
2023-05-10,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,13.6
2023-05-10,ŚWINOUJŚCIE,Bałtyk,zachodniopomorskie,12.1
2023-05-10,MIĘDZYZDROJE,Bałtyk,zachodniopomorskie,9.8
2023-05-10,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,12.0
2023-05-10,USTKA,Morze Bałtyckie,pomorskie,12.6
2023-05-10,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,brak danych
2023-05-10,HEL,Morze Bałtyckie,pomorskie,10.3
2023-05-10,PUCK,Morze Bałtyckie,pomorskie,brak danych
2023-05-10,GDYNIA,Morze Bałtyckie,pomorskie,brak danych
2023-05-10,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,14.1
2023-05-10,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,12.1
2023-05-10,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,1.0
2023-05-10,DADAJ,Jez. Dadaj,warmińsko-mazurskie,11.4
2023-05-10,GARDNA WIELKA,Jez. Gardno,pomorskie,11.0
2023-05-10,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,12.8
2023-05-10,IZBICA,Jez. Łebsko,pomorskie,12.2
2023-05-10,SIKORY,Jez. Komorze,zachodniopomorskie,13.6
2023-05-10,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,7.0
2023-05-10,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,11.6
2023-05-10,IŃSKO,Jez. Ińsko,zachodniopomorskie,10.3
2023-05-10,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,12.8
2023-05-10,BUNTOWO,Jez. Sławianowskie,wielkopolskie,12.8
2023-05-10,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,brak danych
2023-05-10,JASIEŃ,Jez. Jasień Pd.,pomorskie,13.2
2023-05-10,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,12.3
2023-05-10,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,14.4
2023-05-10,JEZIORNA,Jez. Wdzydze,pomorskie,9.7
2023-05-10,CHARZYKOWY,Jez. Charzykowskie,pomorskie,9.1
2023-05-10,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,11.4
2023-05-10,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,12.6
2023-05-10,PRZEŁAZY,Jez. Niesłysz,lubuskie,13.4
2023-05-10,RADZYŃ,Jez. Sławskie,lubuskie,12.7
2023-05-10,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,14.4
2023-05-10,POWIDZ,Jez. Powidzkie,wielkopolskie,12.0
2023-05-10,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,13.7
2023-05-10,BORUCINO,Jez. Raduńskie Górne,pomorskie,11.4
2023-05-11,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,13.0
2023-05-11,EŁK,Jez. Ełckie,warmińsko-mazurskie,13.1
2023-05-11,BORKI,Jez. Litygajno,warmińsko-mazurskie,13.6
2023-05-11,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,14.5
2023-05-11,WIGRY,Jez. Wigry,podlaskie,14.0
2023-05-11,WÓLKA,Jez. Rospuda Filipowska,podlaskie,9.2
2023-05-11,WRÓBEL,Jez. Hańcza,podlaskie,9.3
2023-05-11,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,13.0
2023-05-11,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,12.0
2023-05-11,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,13.9
2023-05-11,MORSKIE OKO,Morskie Oko,małopolskie,brak danych
2023-05-11,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,12.5
2023-05-11,NOWA PASŁĘKA,Zalew Wiślany,warmińsko-mazurskie,brak danych
2023-05-11,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,14.2
2023-05-11,ŚWINOUJŚCIE,Bałtyk,zachodniopomorskie,10.8
2023-05-11,MIĘDZYZDROJE,Bałtyk,zachodniopomorskie,10.0
2023-05-11,MALDANIN,Jez. Roś,warmińsko-mazurskie,13.6
2023-05-11,USTKA,Morze Bałtyckie,pomorskie,13.0
2023-05-11,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,10.3
2023-05-11,HEL,Morze Bałtyckie,pomorskie,11.2
2023-05-11,PUCK,Morze Bałtyckie,pomorskie,12.7
2023-05-11,GDYNIA,Morze Bałtyckie,pomorskie,brak danych
2023-05-11,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,14.8
2023-05-11,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,11.9
2023-05-11,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,12.5
2023-05-11,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,12.4
2023-05-11,GARDNA WIELKA,Jez. Gardno,pomorskie,11.7
2023-05-11,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,13.4
2023-05-11,IZBICA,Jez. Łebsko,pomorskie,13.1
2023-05-11,SIKORY,Jez. Komorze,zachodniopomorskie,14.0
2023-05-11,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,6.5
2023-05-11,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,12.1
2023-05-11,IŃSKO,Jez. Ińsko,zachodniopomorskie,10.7
2023-05-11,BUNTOWO,Jez. Sławianowskie,wielkopolskie,13.3
2023-05-11,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,11.8
2023-05-11,JASIEŃ,Jez. Jasień Pd.,pomorskie,13.4
2023-05-11,BORUCINO,Jez. Raduńskie Górne,pomorskie,11.3
2023-05-11,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,13.3
2023-05-11,CHARZYKOWY,Jez. Charzykowskie,pomorskie,8.8
2023-05-11,DADAJ,Jez. Dadaj,warmińsko-mazurskie,10.1
2023-05-11,JEZIORNA,Jez. Wdzydze,pomorskie,9.3
2023-05-11,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,13.3
2023-05-11,POWIDZ,Jez. Powidzkie,wielkopolskie,12.4
2023-05-11,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,14.7
2023-05-11,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,14.0
2023-05-11,PRZEŁAZY,Jez. Niesłysz,lubuskie,13.6
2023-05-11,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,13.4
2023-05-11,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,12.0
2023-05-11,RADZYŃ,Jez. Sławskie,lubuskie,13.3
2023-05-12,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,14.6
2023-05-12,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,12.4
2023-05-12,WRÓBEL,Jez. Hańcza,podlaskie,10.5
2023-05-12,WÓLKA,Jez. Rospuda Filipowska,podlaskie,9.6
2023-05-12,WIGRY,Jez. Wigry,podlaskie,14.6
2023-05-12,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,14.0
2023-05-12,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,15.0
2023-05-12,BORKI,Jez. Litygajno,warmińsko-mazurskie,14.2
2023-05-12,EŁK,Jez. Ełckie,warmińsko-mazurskie,13.7
2023-05-12,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,13.0
2023-05-12,MORSKIE OKO,Morskie Oko,małopolskie,brak danych
2023-05-12,GDYNIA,Morze Bałtyckie,pomorskie,brak danych
2023-05-12,NOWA PASŁĘKA,Zalew Wiślany,warmińsko-mazurskie,brak danych
2023-05-12,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,15.0
2023-05-12,ŚWINOUJŚCIE,Bałtyk,zachodniopomorskie,11.2
2023-05-12,MIĘDZYZDROJE,Bałtyk,zachodniopomorskie,10.2
2023-05-12,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,12.6
2023-05-12,USTKA,Morze Bałtyckie,pomorskie,12.0
2023-05-12,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,10.5
2023-05-12,HEL,Morze Bałtyckie,pomorskie,11.1
2023-05-12,PUCK,Morze Bałtyckie,pomorskie,13.0
2023-05-12,MALDANIN,Jez. Roś,warmińsko-mazurskie,14.3
2023-05-12,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,15.2
2023-05-12,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,12.1
2023-05-12,IŃSKO,Jez. Ińsko,zachodniopomorskie,11.3
2023-05-12,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,13.0
2023-05-12,GARDNA WIELKA,Jez. Gardno,pomorskie,12.7
2023-05-12,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,13.1
2023-05-12,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,14.2
2023-05-12,IZBICA,Jez. Łebsko,pomorskie,13.1
2023-05-12,SIKORY,Jez. Komorze,zachodniopomorskie,14.6
2023-05-12,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,8.7
2023-05-12,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,12.4
2023-05-12,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,14.0
2023-05-12,BUNTOWO,Jez. Sławianowskie,wielkopolskie,13.9
2023-05-12,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,12.0
2023-05-12,BORUCINO,Jez. Raduńskie Górne,pomorskie,11.6
2023-05-12,JASIEŃ,Jez. Jasień Pd.,pomorskie,14.0
2023-05-12,CHARZYKOWY,Jez. Charzykowskie,pomorskie,10.2
2023-05-12,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,12.8
2023-05-12,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,13.6
2023-05-12,PRZEŁAZY,Jez. Niesłysz,lubuskie,13.8
2023-05-12,RADZYŃ,Jez. Sławskie,lubuskie,13.6
2023-05-12,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,15.3
2023-05-12,POWIDZ,Jez. Powidzkie,wielkopolskie,12.8
2023-05-12,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,13.3
2023-05-12,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,14.8
2023-05-12,DADAJ,Jez. Dadaj,warmińsko-mazurskie,10.9
2023-05-12,JEZIORNA,Jez. Wdzydze,pomorskie,9.9
2023-05-13,BORKI,Jez. Litygajno,warmińsko-mazurskie,15.0
2023-05-13,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,13.4
2023-05-13,EŁK,Jez. Ełckie,warmińsko-mazurskie,14.1
2023-05-13,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,15.4
2023-05-13,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,14.4
2023-05-13,WIGRY,Jez. Wigry,podlaskie,15.2
2023-05-13,WÓLKA,Jez. Rospuda Filipowska,podlaskie,9.9
2023-05-13,WRÓBEL,Jez. Hańcza,podlaskie,11.7
2023-05-13,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,13.4
2023-05-13,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,14.5
2023-05-13,MORSKIE OKO,Morskie Oko,małopolskie,brak danych
2023-05-13,GDYNIA,Morze Bałtyckie,pomorskie,brak danych
2023-05-13,NOWA PASŁĘKA,Zalew Wiślany,warmińsko-mazurskie,brak danych
2023-05-13,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,15.2
2023-05-13,ŚWINOUJŚCIE,Bałtyk,zachodniopomorskie,14.9
2023-05-13,MIĘDZYZDROJE,Bałtyk,zachodniopomorskie,10.6
2023-05-13,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,12.2
2023-05-13,USTKA,Morze Bałtyckie,pomorskie,14.0
2023-05-13,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,10.3
2023-05-13,HEL,Morze Bałtyckie,pomorskie,11.5
2023-05-13,PUCK,Morze Bałtyckie,pomorskie,14.6
2023-05-13,MALDANIN,Jez. Roś,warmińsko-mazurskie,15.3
2023-05-13,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,16.1
2023-05-13,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,13.0
2023-05-13,IŃSKO,Jez. Ińsko,zachodniopomorskie,11.9
2023-05-13,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,13.4
2023-05-13,GARDNA WIELKA,Jez. Gardno,pomorskie,13.2
2023-05-13,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,15.2
2023-05-13,IZBICA,Jez. Łebsko,pomorskie,13.4
2023-05-13,SIKORY,Jez. Komorze,zachodniopomorskie,15.2
2023-05-13,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,9.3
2023-05-13,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,12.1
2023-05-13,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,14.5
2023-05-13,BUNTOWO,Jez. Sławianowskie,wielkopolskie,14.5
2023-05-13,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,12.8
2023-05-13,JASIEŃ,Jez. Jasień Pd.,pomorskie,14.4
2023-05-13,BORUCINO,Jez. Raduńskie Górne,pomorskie,12.5
2023-05-13,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,13.9
2023-05-13,CHARZYKOWY,Jez. Charzykowskie,pomorskie,10.8
2023-05-13,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,13.0
2023-05-13,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,14.8
2023-05-13,PRZEŁAZY,Jez. Niesłysz,lubuskie,13.8
2023-05-13,RADZYŃ,Jez. Sławskie,lubuskie,14.1
2023-05-13,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,15.6
2023-05-13,POWIDZ,Jez. Powidzkie,wielkopolskie,13.1
2023-05-13,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,13.5
2023-05-13,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,15.2
2023-05-13,DADAJ,Jez. Dadaj,warmińsko-mazurskie,11.5
2023-05-13,JEZIORNA,Jez. Wdzydze,pomorskie,11.0
2023-05-14,EŁK,Jez. Ełckie,warmińsko-mazurskie,14.9
2023-05-14,BORKI,Jez. Litygajno,warmińsko-mazurskie,15.8
2023-05-14,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,15.8
2023-05-14,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,15.0
2023-05-14,MALDANIN,Jez. Roś,warmińsko-mazurskie,brak danych
2023-05-14,WÓLKA,Jez. Rospuda Filipowska,podlaskie,10.0
2023-05-14,WRÓBEL,Jez. Hańcza,podlaskie,12.8
2023-05-14,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,14.2
2023-05-14,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,14.4
2023-05-14,WIGRY,Jez. Wigry,podlaskie,15.6
2023-05-14,RAJGRÓD,Jez. Rajgrodzkie,podlaskie,14.3
2023-05-14,ŚWINOUJŚCIE,Bałtyk,zachodniopomorskie,15.6
2023-05-14,TRZEBIEŻ,Zalew Szczeciński,zachodniopomorskie,16.6
2023-05-14,NOWA PASŁĘKA,Zalew Wiślany,warmińsko-mazurskie,brak danych
2023-05-14,TOLKMICKO,Zalew Wiślany,warmińsko-mazurskie,15.8
2023-05-14,MIĘDZYZDROJE,Bałtyk,zachodniopomorskie,10.8
2023-05-14,KOŁOBRZEG,Morze Bałtyckie,zachodniopomorskie,12.7
2023-05-14,USTKA,Morze Bałtyckie,pomorskie,14.2
2023-05-14,WŁADYSŁAWOWO,Morze Bałtyckie,pomorskie,10.3
2023-05-14,HEL,Morze Bałtyckie,pomorskie,brak danych
2023-05-14,PUCK,Morze Bałtyckie,pomorskie,14.9
2023-05-14,MIKOŁAJKI,Jez. Mikołajskie,warmińsko-mazurskie,13.5
2023-05-14,MORSKIE OKO,Morskie Oko,małopolskie,brak danych
2023-05-14,GDYNIA,Morze Bałtyckie,pomorskie,brak danych
2023-05-14,PRZYSTAŃ,Jez. Mamry,warmińsko-mazurskie,14.6
2023-05-14,DADAJ,Jez. Dadaj,warmińsko-mazurskie,12.2
2023-05-14,KRONOWO,Jez. Dejguny,warmińsko-mazurskie,14.2
2023-05-14,GARDNA WIELKA,Jez. Gardno,pomorskie,14.0
2023-05-14,UNIEŚCIE,Jez. Jamno,zachodniopomorskie,16.2
2023-05-14,IZBICA,Jez. Łebsko,pomorskie,15.0
2023-05-14,SIKORY,Jez. Komorze,zachodniopomorskie,15.8
2023-05-14,CZAPLINEK,Jez. Drawsko,zachodniopomorskie,10.0
2023-05-14,IŃSKO,Jez. Ińsko,zachodniopomorskie,12.9
2023-05-14,WYSPA POKRZYWKA,Jez. ostrowite,zachodniopomorskie,14.9
2023-05-14,BUNTOWO,Jez. Sławianowskie,wielkopolskie,15.1
2023-05-14,NAKIELNO,Jez. Bytyń Wielki,zachodniopomorskie,13.7
2023-05-14,JASIEŃ,Jez. Jasień Pd.,pomorskie,14.8
2023-05-14,LUBIESZEWO,Jez. Lubie,zachodniopomorskie,12.7
2023-05-14,JEZIORNA,Jez. Wdzydze,pomorskie,11.9
2023-05-14,BORUCINO,Jez. Raduńskie Górne,pomorskie,11.8
2023-05-14,IŁAWA,Jez. Jeziorak,warmińsko-mazurskie,13.7
2023-05-14,POWIDZ,Jez. Powidzkie,wielkopolskie,13.2
2023-05-14,KRUSZWICA,Jez. Gopło,kujawsko-pomorskie,16.4
2023-05-14,RADZYŃ,Jez. Sławskie,lubuskie,14.6
2023-05-14,BACHOTEK,Jez. Bachotek,kujawsko-pomorskie,15.8
2023-05-14,PRZYJEZIERZE,Jez. Morzycko,zachodniopomorskie,15.2
2023-05-14,SĘPÓLNO KRAJEŃSKIE,Jez. Sępoleńskie,kujawsko-pomorskie,13.6
2023-05-14,CHARZYKOWY,Jez. Charzykowskie,pomorskie,11.7
2023-05-14,PRZEŁAZY,Jez. Niesłysz,lubuskie,14.6
2023-05-15,SORDACHY,Jez. Selmęt Wielki,warmińsko-mazurskie,14.6
2023-05-15,MALDANIN,Jez. Roś,warmińsko-mazurskie,15.3
2023-05-15,RUCIANE-NIDA,Jez. Nidzkie,warmińsko-mazurskie,15.2
2023-05-15,WRÓBEL,Jez. Hańcza,podlaskie,13.8
2023-05-15,WÓLKA,Jez. Rospuda Filipowska,podlaskie,10.2
2023-05-15,WIGRY,Jez. Wigry,podlaskie,16.0
2023-05-15,PRZEWIĘŹ,Jez. Białe Augustowskie,podlaskie,16.4
2023-05-15,PRZEWIĘŹ,Jez. Studzieniczne,podlaskie,16.8
2023-05-15,BORKI,Jez. Litygajno,warmińsko-mazurskie,16.6
2023-05-15,EŁK,Jez. Ełckie,warmińsko-mazurskie,14.9
